product_name,product_thumbnail,product_price,brand_id,category_id,discount_id,product_quantity,desc 
iPhone 11 Pro Max,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/d/o/download_19__1.png,24590000,1,1,1,7,iPhone 11 Pro Max – Bộ ba camera sau chụp ảnh đỉnh cao Ra mắt cùng với iPhone 11 và 11 Pro là iPhone 11 Pro Max; đây mẫu smartphone cao cấp nhất của iPhone 11 Series được ra mắt năm 2019 và sắp tới là điện thoại iPhone 12 trong năm 2020. Với thiết kế cao cấp; hệ thống camera 3 camera cùng cấu hình siêu mạnh mẽ thì đây chính là một chiếc smartphone đáp ứng mọi trải nghiệm của người dùng. Kích thước to hơn với chất liệu thép không gỉ bền bỉ Điện thoại có thiết kế tương tự như iPhone 11 Pro nhưng kích thước thì to hơn với kích thước màn hình 6.5 inch và toàn bộ máy có kích thước 158 x 77.8 x 8.1 mm. Thiết kế không có nhiều thay đổi trừ hệ thống camera sau được nâng cấp thành 3 camera. Màn hình tai thỏ vẫn được giữ nguyên và chất liệu thép không gỉ giúp 11 Pro Max bền bỉ hơn. Màn hình 6.5 inch; công nghệ màn hình Super Retina XDR cho khả năng hiển thị tuyệt vời iPhone 11 Pro Max có màn hình lớn với kích thước màn hình 6.5 inch; độ phân giải 1242 x 2688 pixels cho hình ảnh hiển thị sắc nét. Màn hình đạt chuẩn Super Retina XDR mang đến khả năng hiển thị tuyệt vời; hình ảnh chân thật; màu sắc sinh động; độ tương phản màu cao; hình ảnh chi tiết cao. Với màn hình này; bạn có thể tận hưởng những bộ phim hấp dẫn; các game đỉnh cao với chất lượng hình ảnh vô cùng tuyệt vời.
iPhone 12 Pro 128GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_12_pro_black.png,25290000,1,1,7,10,ĐẶC ĐIỂM NỔI BẬT Mạnh mẽ; siêu nhanh với chip A14; RAM 6GB; mạng 5G tốc độ cao Rực rỡ; sắc nét; độ sáng cao - Màn hình OLED cao cấp; Super Retina XDR hỗ trợ HDR10; Dolby Vision Chụp ảnh siêu đỉnh - Night Mode ; thuật toán Deep Fusion; Smart HDR 3; camera LiDar Bền bỉ vượt trội - Kháng nước; kháng bụi IP68; mặt lưng Ceramic Shield Điện thoại iPhone 12 Pro - Đột phá về thiết kế; hiệu năng nâng cấp Ra mắt vào cuối năm 2020; iPhone 12 series mang đến một luồng gió với trong phân khúc smartphone cao cấp. Với thiết kế đổi mới đột phá so với thế hệ trước cùng nhiều nâng cấp về hiệu năng đáng kể trên iPhone 12 Pro. Đây sẽ là một trong những chiếc điện thoại đáng được bạn lựa chọn nhất so với các chiếc điện thoại khác cùng phân khúc giá. Thiết kế đột phá kiểu mới khung thép không gỉ; màn hình Super Retina 6.1 inch Sau một thời dài ra mắt các sản phẩm mới có chút ít thay đổi về thiết kế bên ngoài. Năm 2020; iPhone 12 Pro mang đến một phong cách thiết kế đột phá hơn với phần viền được CNC vuông bo tròn như hơi hướng của người anh iPhone 5. Chất liệu thiết kế của điện thoại iPhone 12 phiên bản Pro cũng được làm từ thép không gỉ; mang đến cảm giác cầm nắm chắc chắn và cứng cáp hơn. Màu sắc trên điện thoại ngoài các màu cơ bản cũ cũng có thêm màu Xanh Navy đẹp hơn tinh tế hơn.
iPhone 12 Pro Max 256GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_12_pro_max_white.png,29990000,1,1,8,10,ĐẶC ĐIỂM NỔI BẬT Mạnh mẽ; siêu nhanh với chip A14; RAM 6GB; mạng 5G tốc độ cao Rực rỡ; sắc nét; độ sáng cao - Màn hình OLED cao cấp; Super Retina XDR hỗ trợ HDR10; Dolby Vision Chụp ảnh siêu đỉnh - Night Mode ; thuật toán Deep Fusion; Smart HDR 3; camera LiDar Bền bỉ vượt trội - Kháng nước; kháng bụi IP68; mặt lưng Ceramic Shield Điện thoại iPhone 12 Pro Max: Nâng tầm đẳng cấp sử dụng Cứ mỗi năm; đến dạo cuối tháng 8 và gần đầu tháng 9 thì mọi thông tin sôi sục mới về chiếc iPhone mới lại xuất hiện. Apple năm nay lại ra thêm một chiếc iPhone mới với tên gọi mới là iPhone 12 Pro Max; đây là một dòng điện thoại mới và mạnh mẽ nhất của nhà Apple năm nay. Mời bạn tham khảo thêm một số mô tả sản phẩm bên dưới để bạn có thể ra quyết định mua sắm. Màn hình 6.7 inches Super Retina XDR Năm nay; công nghệ màn hình trên 12 Pro Max cũng được đổi mới và trang bị tốt hơn cùng kích thước lên đến 6.7 inch; lớn hơn so với điện thoại iPhone 12 thường. Với công nghệ màn hình OLED cho khả năng hiển thị hình ảnh lên đến 2778 x 1284 pixels. Bên cạnh đó; màn hình này còn cho độ sáng tối đa cao nhất lên đến 800 nits; luôn đảm bảo cho bạn một độ sáng cao và dễ nhìn nhất ngoài nắng.
iPhone 13 Pro Max 512GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_13_pro_max_alpine_green_pure_back_iphone_13_pro_max_alpine_green_pure_front_2-up_screen__usen.png,31490000,1,1,2,7,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ; hỗ trợ mạng 5G tốc độ cao Không gian hiển thị sống động - Màn hình 6.7"" Super Retina XDR độ sáng cao; sắc nét Trải nghiệm điện ảnh đỉnh cao - Cụm 3 camera 12MP; hỗ trợ ổn định hình ảnh quang học Tối ưu điện năng - Sạc nhanh 20 W; đầy 50% pin trong khoảng 30 phút Điện thoại iPhone 13 Pro Max 512GB với bộ nhớ lưu trữ ấn tượng cùng dung lượng pin cao góp phần mang đến những trải nghiệm vượt trội cho người dùng. Cùng với hiệu năng hoạt động mạnh mẽ góp phần gia tăng trải nghiệm vượt trội cho người dùng"
iPhone 12 mini 64GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_12_mini_blue.png,14990000,1,1,4,8,ĐẶC ĐIỂM NỔI BẬT Mạnh mẽ; siêu nhanh với chip A14; RAM 4GB; mạng 5G tốc độ cao Rực rỡ; sắc nét; độ sáng cao - Màn hình OLED cao cấp; Super Retina XDR hỗ trợ HDR10; Dolby Vision Chụp đêm ấn tượng - Night Mode cho 2 camera; thuật toán Deep Fusion; Smart HDR 3 Bền bỉ vượt trội - Kháng nước; kháng bụi IP68; mặt lưng Ceramic Shield Đánh giá iPhone 12 Mini - Kích thước nhỏ gọn; hiệu năng đỉnh cao iPhone 12 series hiện nay đang là thế hệ smartphone hiện đại nhất của Apple; vẻ đẹp từ thiết kế; và sức hấp dẫn của các tính năng hiện đại mà dòng máy này sở hữu khiến người dùng công nghệ toàn cầu ‘đứng ngồi không yên”. iPhone 12 Mini tuy là phiên bản thấp nhất; nhưng chiếc smartphone này vẫn sở hữu những ưu điểm vượt trội về sự tiện lợi; linh động khi sử dụng và tính năng sạc nhanh cùng camera chất lượng cao. Viền máy vát phẳng cùng màn hình tai thỏ 5.4 inch Điện thoại iPhone 12 phiên bản Mini là một trong những phiên bản điện thoại siêu phẩm của Apple; ở dòng máy này viền máy không còn được thiết kế bo cong các cạnh; mà thay vào đó là phần cạnh máy được vát phẳng vô cùng mạnh mẽ và cá tính. Màn hình kiểu dáng tai thỏ quen thuộc; với phần khuyết được tinh gọn hơn mang đến cảm giác màn hình lớn hơn dù iPhone 12 Mini có kích cỡ màn hình chỉ 5.4 inch.
iPhone 13 128GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_13_green_pure_back_iphone_13_green_pure_front_2-up_screen__usen_1.png,22990000,1,1,8,1,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ; hỗ trợ mạng 5G tốc độ cao Không gian hiển thị sống động - Màn hình 6.1"" Super Retina XDR độ sáng cao; sắc nét Trải nghiệm điện ảnh đỉnh cao - Cụm 3 camera 12MP; hỗ trợ ổn định hình ảnh quang học Tối ưu điện năng - Sạc nhanh 20 W; đầy 50% pin trong khoảng 30 phút"
iPhone 13 mini 128GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone-13-01_6.jpg,18400000,1,1,8,1,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ; hỗ trợ mạng 5G tốc độ cao Không gian hiển thị sống động - Màn hình 5.4 "" Super Retina XDR độ sáng cao; sắc nét Trải nghiệm điện ảnh đỉnh cao - Cụm 3 camera 12MP; hỗ trợ ổn định hình ảnh quang học Tối ưu điện năng - Sạc nhanh 20 W; đầy 50% pin trong khoảng 30 phútĐánh giá iPhone 13 Pro – Màn hình 120Hz; camera cảm biến lớn hơn iPhone 13 Pro chính là chiếc siêu phẩm được chờ đợi nhất trong năm 2021; hứa hẹn mang đến trải nghiệm đỉnh cao với những công nghệ mới như màn hình 120Hz; chip A15 Bionic; camera cảm biến lớn mang lại ảnh chụp chất lượng hơn. Thiết kế tương tự iPhone 12 Pro; cụm camera đổi mới iPhone 13 Pro không có nhiều sự thay đổi về thiết kế; vẫn sở hữu kiểu dáng tương tự như iPhone 12 Pro với các cạnh viền vuông vắn hơn cùng khung thép không gỉ. Về kích thước; iPhone 13 Pro sẽ dày hơn iPhone 12 Pro khoảng 0.2mm với kích thước 146.7 x 71.5 x 7.6 mm. Cụm camera iPhone 13 Pro cũng sẽ có sự đổi mới; vẫn là cụm camera trên một modul hình vuông nhưng phần lồi sẽ dày hơn với kích thước của cụm camera sẽ tăng lên 29 x 29 mm."
iPhone 13 Pro 256GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_13-_pro-5_1.jpg,29990000,1,1,7,5,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ; hỗ trợ mạng 5G tốc độ cao Không gian hiển thị sống động - Màn hình 6.1"" Super Retina XDR độ sáng cao; sắc nét Trải nghiệm điện ảnh đỉnh cao - Cụm 3 camera 12MP; hỗ trợ ổn định hình ảnh quang học Tối ưu điện năng - Sạc nhanh 20 W; đầy 50% pin trong khoảng 30 phútĐánh giá iPhone 13 Pro – Màn hình 120Hz; camera cảm biến lớn hơn iPhone 13 Pro chính là chiếc siêu phẩm được chờ đợi nhất trong năm 2021; hứa hẹn mang đến trải nghiệm đỉnh cao với những công nghệ mới như màn hình 120Hz; chip A15 Bionic; camera cảm biến lớn mang lại ảnh chụp chất lượng hơn. Thiết kế tương tự iPhone 12 Pro; cụm camera đổi mới iPhone 13 Pro không có nhiều sự thay đổi về thiết kế; vẫn sở hữu kiểu dáng tương tự như iPhone 12 Pro với các cạnh viền vuông vắn hơn cùng khung thép không gỉ. Về kích thước; iPhone 13 Pro sẽ dày hơn iPhone 12 Pro khoảng 0.2mm với kích thước 146.7 x 71.5 x 7.6 mm. Cụm camera iPhone 13 Pro cũng sẽ có sự đổi mới; vẫn là cụm camera trên một modul hình vuông nhưng phần lồi sẽ dày hơn với kích thước của cụm camera sẽ tăng lên 29 x 29 mm."
iPhone 12 mini 128GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_12_mini_purple.png,16490000,1,1,3,6,ĐẶC ĐIỂM NỔI BẬT Mạnh mẽ; siêu nhanh với chip A14; RAM 4GB; mạng 5G tốc độ cao Rực rỡ; sắc nét; độ sáng cao - Màn hình OLED cao cấp; Super Retina XDR hỗ trợ HDR10; Dolby Vision Chụp đêm ấn tượng - Night Mode cho 2 camera; thuật toán Deep Fusion; Smart HDR 3 Bền bỉ vượt trội - Kháng nước; kháng bụi IP68; mặt lưng Ceramic Shield Đánh giá iPhone 12 Mini - Kích thước nhỏ gọn; hiệu năng đỉnh cao iPhone 12 series hiện nay đang là thế hệ smartphone hiện đại nhất của Apple; vẻ đẹp từ thiết kế; và sức hấp dẫn của các tính năng hiện đại mà dòng máy này sở hữu khiến người dùng công nghệ toàn cầu ‘đứng ngồi không yên”. iPhone 12 Mini tuy là phiên bản thấp nhất; nhưng chiếc smartphone này vẫn sở hữu những ưu điểm vượt trội về sự tiện lợi; linh động khi sử dụng và tính năng sạc nhanh cùng camera chất lượng cao. Viền máy vát phẳng cùng màn hình tai thỏ 5.4 inch Điện thoại iPhone 12 phiên bản Mini là một trong những phiên bản điện thoại siêu phẩm của Apple; ở dòng máy này viền máy không còn được thiết kế bo cong các cạnh; mà thay vào đó là phần cạnh máy được vát phẳng vô cùng mạnh mẽ và cá tính. Màn hình kiểu dáng tai thỏ quen thuộc; với phần khuyết được tinh gọn hơn mang đến cảm giác màn hình lớn hơn dù iPhone 12 Mini có kích cỡ màn hình chỉ 5.4 inch.
iPhone 13 Pro Max 1TB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_13-_pro-5_4_1_1_1.jpg,49990000,1,1,7,6,"ĐẶC ĐIỂM NỔI BẬT Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ; hỗ trợ mạng 5G tốc độ cao Không gian hiển thị sống động - Màn hình 6.7"" Super Retina XDR độ sáng cao; sắc nét Trải nghiệm điện ảnh đỉnh cao - Cụm 3 camera kép 12MP; hỗ trợ ổn định hình ảnh quang học Tối ưu điện năng - Sạc nhanh 20 W; đầy 50% pin trong khoảng 30 phút Điện thoại iPhone 13 Pro Max 1TB được đánh giá là dòng iPhone nổi bật; cuốn hút và hiệu năng. Không chỉ có thiết kế ấn tượng; dung lượng pin tốt cùng bộ nhớ vượt trội mà dòng iPhone này còn được nâng cấp một cách đáng kể; mang lại trải nghiệm ấn tượng cho người dùng"
iPhone 11 256GB,https://cdn.cellphones.com.vn/media/catalog/product/cache/1/small_image/9df78eab33525d08d6e5fb8d27136e95/i/p/iphone_11_red.png,17990000,1,1,1,8,ĐẶC ĐIỂM NỔI BẬT Màu sắc phù hợp cá tính - 6 màu sắc bắt mắt để lựa chọn Hiệu năng mượt mà; ổn định - Chip A13; RAM 4GB Bắt trọn khung hình - Camera kép hỗ trợ góc rộng; chế độ Night Mode Yên tâm sử dụng - Kháng nước; kháng bụi IP68; kính cường lực Gorilla Glass
